Timestamp; Temperature; Humidity
17:55; 22,5; 42,3
17:57; 22,5; 42,5
17:59; 22,4; 43,1
18:01; 22,3; 43,9
18:03; 22,3; 44,4
18:05; 22,3; 44,7
18:07; 22,3; 44,4
18:09; 22,3; 43,5
18:11; 23,5; 43,3
18:13; 24,2; 42,1
18:15; 23,9; 39,3
18:17; 23,5; 40,3
18:19; 23,2; 40,7
18:21; 23,0; 41,1
18:23; 23,0; 40,8
18:25; 22,9; 40,9
18:27; 22,9; 40,8
18:29; 22,9; 40,7
18:31; 22,9; 40,4
18:33; 22,9; 40,4
18:35; 22,9; 40,2
18:37; 23,0; 40,6
18:39; 23,0; 40,7
18:41; 23,0; 40,5
18:43; 23,0; 40,7
18:45; 23,1; 41,3
18:47; 23,1; 41,8
18:49; 23,1; 42,1
18:51; 23,2; 42,2
18:53; 23,2; 42,4
18:55; 23,3; 42,4
18:57; 23,3; 42,5
18:59; 23,3; 42,4
19:01; 23,3; 42,5
19:03; 23,3; 42,5
19:05; 23,4; 42,5
19:07; 23,4; 42,5
19:09; 23,2; 38,1
19:11; 23,0; 37,5
19:13; 23,0; 38,2
19:15; 23,0; 39,7
19:17; 23,2; 40,8
19:19; 23,2; 41,0
19:21; 23,3; 41,0
19:23; 23,3; 40,9
19:25; 23,3; 40,9
19:27; 23,4; 41,1
19:29; 23,4; 41,1
19:31; 23,5; 41,1
19:33; 23,5; 41,2
19:35; 23,6; 41,2
19:37; 23,6; 41,3
19:39; 23,7; 41,4
19:41; 23,7; 41,3
19:43; 23,7; 41,6
19:45; 23,7; 41,6
19:47; 23,7; 41,8
19:49; 23,6; 42,2
19:51; 23,6; 42,0
19:53; 23,5; 42,3
19:55; 23,4; 42,1
19:57; 23,5; 42,5
19:59; 23,5; 42,1
20:01; 23,5; 41,8
20:03; 23,5; 41,7
20:05; 23,5; 41,6
20:07; 23,5; 42,0
20:09; 23,5; 42,7
20:11; 23,6; 43,0
20:13; 23,6; 44,2
20:15; 23,6; 44,1
20:17; 23,6; 44,5
20:19; 23,7; 44,5
20:21; 23,7; 44,3
20:23; 23,7; 44,2
20:25; 23,8; 44,5
20:27; 23,8; 44,1
20:29; 23,8; 44,3
20:31; 23,8; 44,2
20:33; 23,8; 44,0
20:35; 23,8; 43,9
20:37; 23,8; 43,9
20:39; 23,8; 44,0
20:41; 23,9; 43,9
20:43; 23,9; 43,7
20:45; 23,9; 43,8
20:47; 23,9; 43,9
20:49; 23,9; 43,9
20:51; 23,9; 43,9
20:53; 23,9; 43,9
20:55; 23,9; 43,9
20:57; 23,9; 43,8
20:59; 23,9; 43,8
21:01; 23,9; 43,9
21:03; 23,9; 43,7
21:05; 23,9; 43,7
21:07; 23,9; 43,6
21:09; 24,0; 43,6
21:11; 24,0; 43,5
21:13; 24,0; 43,4
21:15; 24,0; 43,5
21:17; 24,0; 43,4
21:19; 24,0; 43,2
21:21; 24,1; 43,3
21:23; 24,1; 42,9
21:25; 24,1; 43,0
21:27; 24,1; 43,1
21:29; 24,1; 43,1
21:31; 24,2; 43,2
21:33; 24,2; 43,2
21:35; 24,2; 43,2
21:37; 24,2; 43,3
21:39; 24,2; 43,2
21:41; 24,2; 43,2
21:43; 24,2; 43,1
21:45; 24,2; 43,0
