Timestamp; Temperature; Humidity
16:04; 24,4; 42,1
16:06; 24,3; 41,9
16:08; 24,2; 42,6
16:10; 24,2; 42,6
16:12; 24,1; 42,6
16:14; 24,1; 42,7
16:16; 24,1; 43,2
16:18; 24,1; 43,3
16:20; 24,1; 43,3
16:22; 24,1; 43,8
16:24; 24,1; 43,0
16:26; 24,1; 43,6
16:28; 24,0; 43,6
16:30; 24,1; 43,5
16:32; 24,0; 43,2
16:34; 24,0; 43,1
16:36; 24,0; 43,0
16:38; 24,0; 42,9
16:40; 23,9; 42,8
16:42; 23,9; 42,7
16:44; 23,8; 42,5
16:46; 23,8; 42,4
16:48; 23,8; 42,2
16:50; 23,7; 42,1
16:52; 23,7; 42,1
16:54; 23,6; 42,1
16:56; 23,6; 42,1
16:58; 23,5; 41,9
17:00; 23,5; 41,2
17:02; 23,5; 41,6
17:04; 23,4; 41,8
17:26; 23,1; 42,3
17:28; 23,2; 43,2
17:30; 23,2; 44,5
17:32; 23,3; 45,0
17:34; 23,3; 45,3
17:36; 23,4; 46,2
17:38; 23,4; 46,3
17:40; 23,5; 46,5
17:42; 23,6; 46,7
17:44; 23,6; 47,1
17:46; 23,6; 47,0
17:48; 23,7; 46,8
17:50; 23,7; 46,9
17:52; 23,7; 46,7
17:54; 23,8; 46,7
17:56; 23,8; 46,7
17:58; 23,8; 46,6
18:00; 23,8; 47,0
18:02; 23,9; 46,7
18:04; 23,9; 46,7
18:06; 23,9; 47,0
18:08; 23,9; 47,2
18:10; 23,9; 47,1
18:12; 23,8; 47,3
18:14; 23,8; 47,5
18:16; 23,8; 47,5
18:18; 23,8; 47,7
18:20; 23,8; 47,9
18:22; 23,7; 47,7
18:24; 23,7; 47,8
18:26; 23,7; 48,0
18:28; 23,6; 47,8
18:30; 23,6; 48,0
18:32; 23,6; 48,4
18:45; 23,8; 48,5
18:47; 23,7; 48,8
18:49; 23,7; 49,2
18:51; 23,7; 48,5
18:53; 23,7; 48,3
18:55; 23,7; 48,8
