Timestamp; Temperature; Humidity
19:29; 24,2; 42,0
19:31; 24,2; 39,5
19:33; 24,0; 39,9
19:35; 23,9; 39,7
19:37; 23,9; 39,7
19:39; 23,8; 39,9
19:41; 23,8; 40,0
19:43; 23,8; 39,8
19:45; 23,7; 39,8
19:47; 23,7; 39,9
19:49; 23,7; 39,8
19:51; 23,7; 39,9
19:53; 23,7; 39,9
19:55; 23,6; 40,0
19:57; 23,6; 40,0
19:59; 23,6; 40,0
20:01; 23,6; 40,1
20:03; 23,6; 40,1
20:05; 23,6; 40,1
20:07; 23,6; 40,2
20:09; 23,6; 40,0
20:11; 23,6; 40,1
20:13; 23,6; 40,1
20:15; 23,6; 40,1
20:17; 23,6; 40,1
20:19; 23,5; 40,0
20:21; 23,6; 40,1
20:23; 23,6; 40,1
20:25; 23,5; 40,1
20:27; 23,5; 40,1
20:29; 23,5; 40,2
20:31; 23,6; 40,3
20:33; 23,6; 40,3
20:35; 23,6; 40,4
20:37; 23,6; 40,8
20:39; 23,6; 40,7
20:41; 23,6; 40,6
20:43; 23,6; 40,6
20:45; 23,6; 40,6
20:47; 23,6; 40,5
20:49; 23,6; 40,6
20:51; 23,6; 40,6
20:53; 23,6; 40,6
20:55; 23,6; 40,6
20:57; 23,7; 40,6
20:59; 23,7; 40,6
21:01; 23,7; 40,6
21:03; 23,7; 40,6
21:05; 23,7; 40,7
21:07; 23,7; 40,7
21:09; 23,7; 40,8
21:11; 23,7; 40,8
21:13; 23,7; 40,9
21:15; 23,7; 40,7
21:17; 23,7; 40,7
21:19; 23,7; 40,7
21:21; 23,7; 40,6
21:23; 23,7; 40,5
21:25; 23,7; 40,4
21:27; 23,7; 40,3
21:29; 23,7; 40,0
21:31; 23,7; 39,9
21:33; 23,7; 39,3
21:35; 23,7; 39,3
21:37; 23,7; 38,7
21:39; 23,7; 38,2
21:41; 23,7; 38,4
21:43; 23,8; 38,8
21:45; 23,8; 38,9
21:47; 23,9; 38,9
21:49; 23,9; 39,0
21:51; 24,0; 39,0
21:53; 24,0; 39,0
21:55; 24,0; 39,1
21:57; 24,0; 39,1
21:59; 24,1; 39,1
22:01; 24,1; 39,2
22:03; 24,1; 39,2
22:05; 24,2; 39,3
22:07; 24,2; 39,3
22:09; 24,2; 39,3
22:11; 24,2; 38,9
22:13; 24,1; 37,8
22:15; 24,1; 38,1
22:17; 24,0; 38,1
22:19; 24,1; 38,3
22:21; 24,0; 38,5
22:23; 24,0; 38,3
22:25; 24,0; 38,1
22:27; 24,0; 38,2
22:29; 24,0; 38,3
22:31; 23,9; 38,3
22:33; 24,0; 38,5
22:35; 24,0; 38,5
22:37; 23,9; 38,6
22:39; 23,9; 38,7
22:41; 24,0; 38,9
22:43; 23,9; 38,6
22:45; 23,8; 38,3
22:47; 23,8; 38,2
22:49; 23,8; 38,7
22:51; 23,8; 38,7
22:53; 23,8; 38,6
22:55; 23,7; 38,6
22:57; 23,7; 38,6
22:59; 23,8; 39,2
23:01; 23,8; 37,3
23:03; 24,0; 36,4
23:05; 24,1; 36,2
23:07; 24,2; 36,5
23:09; 24,2; 36,7
23:11; 24,4; 37,0
23:13; 24,2; 37,2
23:15; 24,0; 37,1
23:17; 23,9; 36,9
23:19; 23,9; 37,0
23:21; 23,8; 37,7
23:23; 23,8; 37,4
23:25; 23,8; 37,7
23:27; 23,7; 37,7
23:29; 23,7; 37,8
23:31; 23,7; 37,7
23:33; 23,7; 37,9
23:35; 23,7; 37,8
23:37; 23,6; 37,9
23:39; 23,6; 37,8
23:41; 23,6; 38,1
23:43; 23,6; 38,0
23:45; 23,5; 38,2
23:47; 23,5; 38,2
23:49; 23,5; 37,9
23:51; 23,5; 38,4
23:53; 23,5; 38,2
23:55; 23,5; 38,2
23:57; 23,5; 38,4
23:59; 23,5; 38,3
